"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"2636",48225,23365,62,27,0,10,19090,413,43.8
"2637",48227,35297,53,5,1,39,19965,487,37.4
"2638",48229,3394,20,1,1,79,14142,355,37.6
"2639",48231,86455,74,8,1,14,22341,590,37.9
"2640",48233,21986,73,2,0,21,23383,470,37.2
"2641",48235,1603,69,2,0,27,28055,531,43.3
"2642",48237,9012,80,4,0,15,24325,503,40.3
"2643",48239,14201,62,7,0,30,23418,491,39.3
"2644",48241,35797,75,17,1,6,20254,424,40.6
"2645",48243,2311,57,0,0,41,26958,717,54.8
"2646",48245,252157,44,33,3,18,23236,575,35.9
"2647",48247,5271,3,2,0,95,19212,405,37.7
"2648",48249,41217,19,1,0,79,20452,493,34.2
"2649",48251,152384,76,3,1,19,24816,658,36.3
"2650",48253,20079,61,12,0,26,14827,347,39.4
"2651",48255,14916,40,9,0,50,19899,382,37.3
"2652",48257,105220,69,9,1,18,24954,678,35.5
"2653",48259,34951,76,0,1,21,35827,845,43.4
"2654",48261,524,21,0,0,79,15157,455,32.8
"2655",48263,913,86,0,0,14,24839,350,45.8
"2656",48265,49696,72,2,1,24,26334,656,47.7
"2657",48267,4566,74,0,1,25,27502,276,51.9
"2658",48269,321,76,0,0,24,29836,525,46.9
"2659",48271,3589,38,1,0,60,16700,230,46.1
"2660",48273,32052,23,4,2,71,18918,556,28.6
"2661",48275,3731,62,7,0,31,19396,257,40.8
"2662",48277,49751,76,13,1,7,21468,455,40.2
"2663",48279,13921,42,4,0,53,18744,403,36
"2664",48281,19937,75,4,1,18,23423,483,40.7
"2665",48283,6921,16,1,0,83,13307,200,34
"2666",48285,19351,75,7,0,17,24299,391,44.9
"2667",48287,16603,65,11,0,23,25123,477,41.4
"2668",48289,16802,77,8,0,14,24170,398,45.3
"2669",48291,76013,69,11,1,19,19740,526,36.5
"2670",48293,23417,61,17,0,20,19352,456,38.5
"2671",48295,3379,68,0,1,28,29017,434,35.4
"2672",48297,11603,58,4,1,36,21016,478,43.1
"2673",48299,19223,89,2,0,9,33634,545,55.5
"2674",48301,87,51,0,0,34,34068,525,44.4
"2675",48303,282633,57,7,2,32,23773,629,30.5
"2676",48305,5841,50,1,0,46,21639,403,38.6
"2677",48307,8302,66,1,0,31,20677,382,41.5
"2678",48309,237316,59,14,1,24,21660,580,32.9
"2679",48311,616,42,0,0,57,27375,550,40.6
"2680",48313,13689,58,20,0,21,15131,472,34.1
"2681",48315,10439,71,24,1,3,20337,384,48.8
"2682",48317,4956,51,2,0,46,20859,404,34.2
"2683",48319,4034,78,0,0,21,27504,313,50.2
"2684",48321,36639,47,10,2,39,23389,479,37.7
"2685",48323,54880,3,0,0,95,13668,391,29.9
"2686",48325,46512,46,2,0,50,22413,498,37.9
"2687",48327,2213,62,1,0,34,18253,361,43.5
"2688",48329,142289,52,6,1,39,33672,782,32.9
"2689",48331,24503,65,9,0,24,21248,430,40.9
"2690",48333,4891,82,0,0,18,22651,306,46.6
"2691",48335,9388,49,10,0,38,15936,341,35.2
"2692",48337,19668,87,0,0,10,24699,454,43.3
"2693",48339,472162,71,4,2,21,32911,799,36.2
"2694",48341,22029,37,2,7,53,19770,511,30.9
"2695",48343,12869,66,23,0,8,20045,425,43.8
"2696",48345,1182,83,1,0,16,18828,306,36.6
"2697",48347,65085,61,18,1,18,20362,543,29.8
"2698",48349,47883,59,14,1,24,20327,485,37.3
"2699",48351,14340,74,22,1,3,20431,378,40.2
"2700",48353,15087,60,4,0,34,19002,367,38.3
"2701",48355,344257,32,4,2,61,23671,667,35
"2702",48357,10467,48,0,0,50,23382,544,31.3
"2703",48359,2064,80,2,1,12,22519,503,35.8
"2704",48361,82372,83,8,1,6,24736,547,38.7
"2705",48363,28017,77,2,0,18,23655,505,41.1
"2706",48365,23877,74,17,0,8,26525,445,38.5
"2707",48367,118478,85,2,1,11,30692,664,39
"2708",48369,10159,38,1,0,60,19304,443,32
"2709",48371,15590,26,5,0,67,20245,444,36.1
"2710",48373,45620,72,11,1,13,19498,440,43.2
"2711",48375,121526,48,9,4,36,19861,549,33
"2712",48377,7579,15,0,1,82,16175,262,40.4
"2713",48379,10989,87,3,0,8,21946,451,46.8
"2714",48381,123062,77,2,1,17,29124,635,35.4
"2715",48383,3441,34,3,0,64,26633,424,34.7
"2716",48385,3348,82,0,0,17,17931,489,52.6
"2717",48387,12709,74,17,0,7,19014,326,45
"2718",48389,13775,19,4,0,74,15467,369,35.3
"2719",48391,7327,44,6,1,48,23174,368,43.3
"2720",48393,1030,97,0,1,2,36172,444,44.8
"2721",48395,16574,59,21,0,19,21709,345,40.8
"2722",48397,81020,74,5,2,16,34617,994,35.8
"2723",48399,10439,64,2,0,33,20235,308,42.1
"2724",48401,53508,66,18,1,15,21640,492,39.4
"2725",48403,10604,87,9,0,3,18762,311,50.3
"2726",48405,8855,69,23,0,6,18695,321,48
"2727",48407,26669,76,12,1,11,24733,511,43.3
"2728",48409,65210,42,2,1,55,23373,616,35.9
"2729",48411,6050,68,3,0,29,18009,314,43
"2730",48413,3316,52,0,0,48,24787,267,35.8
"2731",48415,17014,56,4,0,37,22860,476,37.2
"2732",48417,3362,87,1,0,10,25436,340,43.6
"2733",48419,25677,65,17,0,17,21126,372,37.9
"2734",48421,3048,58,0,0,41,21936,444,36.3
"2735",48423,212227,62,18,1,18,25626,655,35.9
"2736",48425,8537,78,2,0,19,28134,536,40
"2737",48427,61351,1,0,0,98,11584,319,28.9
"2738",48429,9493,75,3,0,22,20535,361,39.4
"2739",48431,1358,68,0,0,32,20157,411,39.8
"2740",48433,1363,78,4,0,16,24063,165,47
"2741",48435,4058,40,2,0,58,27721,415,35.4
"2742",48437,7807,50,6,0,41,17880,407,36.3
"2743",48439,1848423,51,15,5,27,28266,710,33.5
"2744",48441,132588,66,7,2,22,23141,564,32.3
"2745",48443,837,38,0,1,60,31578,436,47
"2746",48445,12644,44,5,0,51,21201,419,35.2
"2747",48447,1623,89,0,0,9,24086,319,47.8
"2748",48449,32360,49,10,1,40,19356,439,33.2
"2749",48451,111969,57,4,1,36,23712,579,34
"2750",48453,1063248,50,8,6,34,33206,832,32.3
"2751",48455,14460,80,11,0,8,18730,365,47.3
"2752",48457,21619,80,11,0,7,19612,458,42.7
"2753",48459,39640,82,9,1,7,22483,518,40.4
"2754",48461,3323,47,3,0,49,22953,342,35.9
"2755",48463,26578,29,0,1,70,17479,449,34.4
"2756",48465,48730,17,1,0,80,17867,488,32
"2757",48467,52515,85,3,0,10,21920,506,42.9
"2758",48469,88068,47,6,1,44,24700,580,36
"2759",48471,68110,58,23,1,17,16330,595,35
"2760",48473,43836,44,24,1,29,22412,608,31.2
"2761",48475,10836,45,5,0,49,22278,427,36.2
"2762",48477,33863,66,17,2,14,23070,606,41.7
"2763",48479,254829,4,0,1,96,14553,560,27.9
"2764",48481,41185,47,14,0,38,20310,437,37.2
"2765",48483,5526,70,2,1,25,30097,434,40.4
"2766",48485,131358,68,10,2,17,22905,564,34.1
"2767",48487,13371,62,8,1,27,20373,397,38.2
"2768",48489,22039,11,1,0,87,11313,363,31.9
"2769",48491,441445,63,6,5,23,31070,859,34.6
"2770",48493,43753,58,1,0,39,27238,600,40.1
"2771",48495,7260,41,2,0,55,23629,391,34.3
"2772",48497,59894,79,1,0,17,25663,591,38.8
"2773",48499,42089,84,5,1,9,23129,515,47.9
"2774",48501,7998,38,1,1,60,21389,406,32.7
"2775",48503,18395,80,1,0,17,26979,421,42.6
"2776",48505,14164,7,0,0,93,16671,344,28.3
"2777",48507,11849,6,0,0,93,12828,213,30.7
"2778",49001,6529,86,0,0,11,19415,533,32.3
"2779",49003,50160,88,0,1,9,21720,543,31.4
"2780",49005,114181,85,1,2,10,20074,540,25.2
"2781",49007,21227,84,1,1,13,20155,456,34.3
"2782",49009,830,94,0,0,4,22811,534,48.2
"2783",49011,311886,86,1,2,9,26035,777,29.6
"2784",49013,19109,87,0,0,7,23411,651,29.8
"2785",49015,10895,92,0,0,6,20137,477,33.5
"2786",49017,5123,91,1,1,5,21989,506,39.9
"2787",49019,9269,84,0,1,10,23558,603,39.1
"2788",49021,46435,87,1,1,8,17839,555,27.1
"2789",49023,10300,93,0,0,4,18108,605,29.7
"2790",49025,7176,93,0,0,4,24154,624,44.9
"2791",49027,12543,84,0,0,13,19972,432,34.1
"2792",49029,9692,96,0,1,3,26274,661,31.7
"2793",49031,1791,90,0,0,9,16959,538,39.6
"2794",49033,2279,97,0,0,2,24258,517,35.2
"2795",49035,1048314,74,1,3,17,26103,791,31.2
"2796",49037,14795,45,0,0,5,15476,343,30.5
"2797",49039,27930,87,1,0,9,17811,478,29.5
"2798",49041,20798,92,1,0,5,19115,523,33.5
"2799",49043,37232,85,0,2,11,42462,1080,36.8
"2800",49045,59120,84,1,1,12,22252,691,30
"2801",49047,33722,83,0,1,7,23805,805,29.7
"2802",49049,529262,84,1,1,11,20774,752,24.4
"2803",49051,24542,85,0,1,13,25777,854,31.9
"2804",49053,141902,86,0,1,10,21472,777,33.2
"2805",49055,2760,93,1,1,5,19858,497,38.3
"2806",49057,233871,78,1,1,17,23106,672,31.3
"2807",50001,36811,94,1,2,2,28722,749,42.3
"2808",50003,36871,95,1,0,2,29196,742,45.4
"2809",50005,31157,96,1,1,1,23584,595,42.5
"2810",50007,157637,91,2,3,2,33281,906,36.3
"2811",50009,6276,96,1,0,1,20887,544,47.4
"2812",50011,48019,95,0,0,1,27398,707,39.7
"2813",50013,6984,94,0,0,1,33159,770,46.3
"2814",50015,24670,95,0,0,1,27157,757,40.1
"2815",50017,28966,96,0,0,1,27289,684,44
"2816",50019,27184,96,1,0,1,22303,541,44.3
"2817",50021,61270,96,0,1,1,26205,686,44.8
"2818",50023,59427,95,1,1,2,29761,734,42.5
"2819",50025,44216,94,1,1,2,28867,687,45.3
"2820",50027,56416,95,1,1,1,30932,748,45.8
"2821",51001,33289,61,28,0,9,22703,499,44.8
"2822",51003,100636,78,9,4,6,37239,972,38.7
"2823",51005,16240,92,5,0,1,24162,373,46.6
"2824",51007,12712,72,24,0,1,25100,591,42.9
"2825",51009,32244,76,19,1,2,22580,510,42.8
"2826",51011,15054,77,20,0,1,23636,436,42.5
"2827",51013,214861,64,8,9,15,62018,1659,33.8
"2828",51015,73726,92,4,1,2,25519,607,43.5
"2829",51017,4686,90,5,0,4,28704,562,46
"2830",51019,69175,90,6,1,2,28697,596,44.5
"2831",51021,6795,94,5,0,0,18501,474,43.9
"2832",51023,33076,94,4,0,1,32490,651,45.7
"2833",51025,17220,40,57,0,2,16060,388,41.4
"2834",51027,23920,96,2,1,1,17489,382,44.8
"2835",51029,17126,61,35,0,2,17167,468,42
"2836",51031,54967,81,14,1,2,23231,517,41.7
"2837",51033,28757,64,29,1,4,25718,818,38.8
"2838",51035,29979,96,1,0,3,19385,347,45.4
"2839",51036,7205,41,48,0,2,26198,608,47.4
"2840",51037,12478,67,30,0,2,18762,366,43.8
"2841",51041,320430,65,22,3,7,32572,918,37.9
"2842",51043,14191,88,5,1,4,38748,836,45.3
"2843",51045,5199,97,0,0,0,21498,354,44.7
"2844",51047,47330,72,14,2,9,27379,814,38.1
"2845",51049,9943,63,34,0,1,21540,596,42.4
"2846",51051,15749,98,0,0,1,18215,330,43.6
"2847",51053,27977,63,33,0,3,23781,729,40.9
"2848",51057,11180,56,37,0,3,21532,627,44.1
"2849",51059,1101071,54,9,18,16,50532,1540,37.4
"2850",51061,66015,82,8,1,7,39600,968,41.5
"2851",51063,15371,94,1,1,3,21816,421,44.5
"2852",51065,25860,79,15,1,3,30881,1056,41.5
"2853",51067,56195,87,8,0,3,24557,486,44.4
"2854",51069,79453,86,4,1,7,30112,881,39.4
"2855",51071,17111,96,1,0,1,23485,393,43.2
"2856",51073,36868,86,9,1,3,28673,649,42.4
"2857",51075,21565,77,20,0,2,45039,791,45.8
"2858",51077,15377,94,2,0,3,20591,375,47.5
"2859",51079,18577,86,6,1,4,26998,745,40
"2860",51081,12078,38,59,0,2,16380,467,41.6
"2861",51083,35938,60,37,1,2,20929,376,44.9
"2862",51085,100328,85,9,1,2,33540,897,41.5
"2863",51087,311314,56,29,7,5,33115,858,37.6
"2864",51089,53451,71,22,0,5,19852,396,45
"2865",51091,2276,100,0,0,0,26372,395,58.2
"2866",51093,35373,71,24,1,2,30903,717,44.2
"2867",51095,68171,77,13,3,5,39133,1048,45.1
"2868",51097,7020,66,30,0,3,23868,683,45.1
"2869",51099,24151,74,18,1,4,34234,873,36.3
"2870",51101,15959,76,19,0,2,26940,749,39.8
"2871",51103,11303,69,28,1,1,30737,674,54.5
"2872",51105,25497,95,3,0,2,16664,324,41.7
"2873",51107,326477,61,7,15,13,46565,1469,34.9
"2874",51109,33384,77,18,0,2,26956,743,43.4
"2875",51111,12759,60,34,0,4,17630,433,44.1
"2876",51113,13249,85,11,1,1,27296,726,45.2
"2877",51115,8943,87,9,0,1,31342,683,50.6
"2878",51117,32274,59,37,0,2,20056,436,46.4
"2879",51119,10851,78,20,0,2,30531,604,51
"2880",51121,94910,85,4,6,3,23548,712,26.8
"2881",51125,14940,82,16,0,1,26059,634,47.9
"2882",51127,18791,80,15,1,2,32068,840,42.9
"2883",51131,12339,54,38,0,7,23473,497,47.2
"2884",51133,12334,70,29,0,1,28568,684,54
"2885",51135,15862,55,39,0,4,19337,488,42.4
"2886",51137,33934,80,13,1,4,27655,700,42.7
"2887",51139,23975,95,1,1,2,22355,506,43.5
"2888",51141,18445,90,7,0,3,18860,368,46.9
"2889",51143,63077,74,22,0,2,21583,413,44.7
"2890",51145,28108,83,13,1,2,31252,830,42.6
"2891",51147,23166,62,34,1,2,17208,540,31.1
"2892",51149,36462,58,31,2,6,24434,997,37.3
"2893",51153,416668,48,20,8,21,37401,1298,33.5
"2894",51155,34768,91,5,1,1,23987,424,44.3
"2895",51157,7448,89,4,0,3,36505,812,48.7
"2896",51159,9140,62,27,3,6,20875,538,43.7
"2897",51161,92824,88,5,3,2,31728,706,43.3
"2898",51163,22345,93,3,1,1,25638,567,47.3
"2899",51165,76885,91,2,1,6,27298,608,40.6
"2900",51167,28646,97,1,0,0,19735,359,43.3
"2901",51169,22940,97,1,0,1,21485,350,44.9
"2902",51171,42270,90,2,1,6,25134,643,43.3
"2903",51173,31979,95,2,0,2,20837,393,43.6
"2904",51175,18444,60,36,0,1,22433,511,44.8
"2905",51177,124319,72,15,2,8,31360,1109,36.5
"2906",51179,131885,67,17,3,10,36574,1218,34.6
"2907",51181,6922,51,46,1,1,22600,460,45.2
"2908",51183,12007,39,57,0,2,16546,498,40.7
"2909",51185,44664,94,3,0,1,21358,380,43.5
"2910",51187,37836,89,4,1,4,28889,768,40.1
"2911",51191,54804,96,1,0,1,25109,436,43.5
"2912",51193,17532,64,30,0,6,25245,604,46.8
"2913",51195,41154,92,5,0,1,19107,417,39.6
"2914",51197,29274,94,4,1,1,23219,452,43.2
"2915",51199,65762,74,13,5,5,36373,1221,39.5
"2916",51510,143684,53,21,6,16,54608,1421,35.7
"2917",51515,6052,75,21,0,2,22322,476,46.5
"2918",51520,17713,90,7,1,1,18820,431,41.7
"2919",51530,6699,89,8,0,1,18453,488,37.6
"2920",51540,43663,67,19,7,5,27268,859,28.5
"2921",51550,225597,60,29,3,5,29905,963,36.6
"2922",51570,17481,79,12,3,4,27610,757,41.1
"2923",51580,5880,82,12,1,2,20160,408,44.3
"2924",51590,42996,46,48,1,3,19626,419,42.4
"2925",51595,5773,33,64,1,2,19710,410,42.6
"2926",51600,23027,61,5,15,16,44345,1466,39.4
"2927",51610,12731,73,5,8,9,59088,1534,37
"2928",51620,8539,39,57,1,1,19588,572,39.9
"2929",51630,25931,60,23,3,11,27222,924,28.8
"2930",51640,6977,80,3,0,15,21769,351,43.1
"2931",51650,136957,41,49,2,5,25247,824,35.5
"2932",51660,49926,71,6,4,17,17080,725,22.9
"2933",51670,22429,53,38,1,7,20388,645,36.2
"2934",51678,7026,78,9,5,6,14763,655,21.6
"2935",51680,76467,63,28,3,3,21440,566,29.5
"2936",51683,39317,46,14,4,32,28752,1141,32.4
"2937",51685,15125,41,13,7,33,26944,1271,32.3
"2938",51690,13808,48,45,0,4,19900,396,43.5
"2939",51700,181025,46,39,3,8,25310,805,32.5
"2940",51710,244090,44,42,3,7,24659,791,29.8
"2941",51720,3998,90,7,0,2,22699,451,40.1
"2942",51730,32326,15,78,1,4,18936,660,39.5
"2943",51735,12117,93,0,3,2,38444,1128,43.6
"2944",51740,95901,40,52,1,3,23138,787,35.2
"2945",51750,16705,85,8,2,3,16181,576,22.1
"2946",51760,207878,39,49,2,6,27184,719,32.6
"2947",51770,97355,62,27,2,6,23295,549,38.2
"2948",51775,24950,87,8,2,3,26661,673,40.1
"2949",51790,23989,82,12,1,2,24753,583,42.3
"2950",51800,84842,51,42,1,3,29135,763,38.1
"2951",51810,442151,64,19,6,7,31934,1070,34.9
"2952",51820,21099,79,12,1,4,22872,604,38.7
"2953",51830,14579,70,15,5,7,23127,930,24
"2954",51840,26587,69,11,3,16,26060,771,35.6
"2955",53001,18802,38,0,1,60,16940,507,29
"2956",53003,21802,92,1,1,3,24659,555,43.6
"2957",53005,178992,74,1,3,19,28583,701,35.5
"2958",53007,73047,70,0,1,26,25893,685,39.4
"2959",53009,71731,84,1,2,5,25865,684,49.4
"2960",53011,432549,81,2,4,8,27681,816,37
"2961",53013,4027,89,0,0,6,23814,481,49.2
"2962",53015,102110,85,0,1,8,23557,623,40.5
"2963",53017,38807,67,0,1,29,22467,691,36.8
"2964",53019,7623,74,0,0,4,20052,409,47
"2965",53021,81835,43,2,2,51,19503,628,28.7
"2966",53023,2249,93,0,1,3,26954,479,52.3
"2967",53025,90202,57,1,1,39,19738,573,32
"2968",53027,72092,81,1,1,9,21828,574,42.2
"2969",53029,78806,82,2,4,6,30941,951,43.7
"2970",53031,29882,89,1,2,3,28266,707,54.3
"2971",53033,1974567,64,6,15,9,39911,1000,37.1
"2972",53035,252687,79,3,5,7,31769,892,39.3
"2973",53037,41291,86,1,2,8,22796,699,32.7
"2974",53039,20537,83,1,1,11,22229,653,44.4
"2975",53041,75419,86,1,1,9,22212,648,42.2
"2976",53043,10481,93,0,0,2,25816,447,48
"2977",53045,60647,83,1,2,8,23542,729,44.7
"2978",53047,41143,68,0,1,18,20735,506,42.2
"2979",53049,20781,84,0,2,8,23888,573,50.9
"2980",53051,12956,90,0,0,3,23167,666,48.3
"2981",53053,805434,70,7,6,9,28223,870,35.8
"2982",53055,15786,90,1,2,6,37719,793,53.3
"2983",53057,117641,76,1,2,17,27065,807,40.4
"2984",53059,11126,89,0,1,5,28449,575,44.9
"2985",53061,724627,74,2,9,9,31349,949,37.3
"2986",53063,473832,86,2,2,5,25661,650,36.9
"2987",53065,43513,88,1,1,3,21986,524,45.4
"2988",53067,256080,78,3,6,7,29744,875,38.2
"2989",53069,4006,92,0,1,4,22334,510,50.3
"2990",53071,59092,74,2,1,20,23809,588,37
"2991",53073,203211,81,1,4,8,26530,782,36.5
"2992",53075,45512,81,2,7,5,21208,606,24
"2993",53077,244654,47,1,1,46,19433,598,32.3
"2994",54001,16655,96,1,0,1,17876,362,41
"2995",54003,105812,86,7,1,4,26264,664,38.1
"2996",54005,24517,98,1,0,0,21627,358,41.6
"2997",54007,14524,98,1,0,1,18635,334,43.7
"2998",54009,23932,96,2,0,1,22815,410,45.2
"2999",54011,96604,91,4,1,1,23647,494,38.7
"3000",54013,7603,97,0,0,0,18053,346,45.8
"3001",54015,9352,98,0,0,0,16740,339,42.2
"3002",54017,8213,96,1,0,0,17334,392,43.2
"3003",54019,45889,93,5,0,1,18685,375,42.9
"3004",54021,8678,80,11,0,5,17870,396,38
"3005",54023,11869,97,1,0,1,20193,393,44.7
"3006",54025,35588,94,3,0,1,21720,466,44.9
"3007",54027,23746,96,1,0,1,17734,381,43.4
"3008",54029,30517,95,3,0,1,23261,459,45.1
"3009",54031,13922,95,2,0,3,19032,418,43.3
"3010",54033,69078,95,2,1,1,23309,431,41.6
"3011",54035,29229,98,1,0,0,22527,404,42
"3012",54037,54131,85,6,2,5,29605,706,39.2
"3013",54039,192311,88,4,1,1,28174,505,42.3
"3014",54041,16411,97,0,0,0,21175,388,44
"3015",54043,21660,98,0,0,0,18458,341,41.7
"3016",54045,36442,96,2,0,1,19901,370,42.6
"3017",54047,21651,89,10,0,1,14093,291,43.8
"3018",54049,56666,94,4,0,1,23229,479,41.4
"3019",54051,32840,97,1,0,1,24329,338,44.2
"3020",54053,27271,97,1,0,0,20622,374,42.5
"3021",54055,62261,91,6,1,1,20391,410,42.1
"3022",54057,28015,94,3,0,1,19788,401,42.5
"3023",54059,26460,96,2,0,0,20609,345,41.5
"3024",54061,98483,89,4,3,2,25846,606,29.6
"3025",54063,13512,97,1,0,1,20294,370,45.8
"3026",54065,17502,96,1,0,1,22312,533,45.5
"3027",54067,26168,98,0,1,0,23209,361,44.1
"3028",54069,44156,93,4,1,1,26135,420,43.3
"3029",54071,7603,95,2,0,1,21253,374,48.3
"3030",54073,7602,97,1,0,1,21312,286,42.8
"3031",54075,8723,97,1,0,1,20373,371,47.8
"3032",54077,33666,94,3,0,1,21457,367,42.2
"3033",54079,56033,96,1,1,1,27957,517,41.7
"3034",54081,78993,87,8,1,1,21837,434,40.8
"3035",54083,29399,97,1,0,1,19595,401,43.5
"3036",54085,10303,98,0,0,1,17843,359,44.7
"3037",54087,14807,94,0,0,1,17341,372,43
"3038",54089,13795,92,4,0,3,17416,324,45.4
"3039",54091,16906,97,1,0,1,20848,361,43
"3040",54093,7061,98,0,0,1,21126,328,46.9
"3041",54095,9120,98,0,0,1,20704,271,45.4
"3042",54097,24371,97,1,0,1,19498,417,41.3
"3043",54099,42007,98,0,0,1,19497,399,42.1
"3044",54101,9073,98,0,0,0,17937,313,45.1
"3045",54103,16435,98,0,0,1,21653,310,45.3
"3046",54105,5796,97,0,0,0,21852,347,44.7
"3047",54107,86779,96,1,1,1,24042,450,42.1
"3048",54109,23479,98,1,0,0,18377,361,42.4
"3049",55001,20741,91,3,0,4,22196,486,50
"3050",55003,16068,84,0,1,2,21115,466,41
"3051",55005,45826,94,1,0,2,23337,521,43.3
"3052",55007,15071,86,1,0,1,25377,427,50
"3053",55009,250597,83,2,3,7,27787,602,36.4
"3054",55011,13466,97,0,0,2,24500,439,44.4
"3055",55013,15449,91,1,0,1,22843,410,49.9
"3056",55015,49288,92,0,2,4,28907,567,38.6
"3057",55017,62676,94,1,1,1,24628,533,40.4
"3058",55019,34630,94,0,0,4,20754,430,37
"3059",55021,56647,94,1,0,3,28273,625,41.7
"3060",55023,16578,96,2,0,1,22549,426,45
"3061",55025,496762,82,5,5,6,33712,802,34.5
"3062",55027,88598,91,3,0,4,24573,612,41
"3063",55029,27826,95,0,0,3,30657,582,50.2
"3064",55031,43994,92,1,1,1,25129,576,40
"3065",55033,43871,94,1,2,2,22499,550,33.7
"3066",55035,99788,92,1,3,2,25287,587,33.5
"3067",55037,4477,95,0,0,1,22434,397,49.1
"3068",55039,101666,92,1,1,4,26368,575,40.5
"3069",55041,9255,82,1,0,2,20462,353,44.7
"3070",55043,51080,96,1,0,1,21705,496,36.5
"3071",55045,36901,95,0,0,3,27060,533,41.8
"3072",55047,19042,94,0,0,4,25275,467,44.8
"3073",55049,23709,97,0,1,2,26625,528,41.9
"3074",55051,5937,97,0,0,1,23324,408,51.5
"3075",55053,20506,87,3,0,3,21849,458,42.4
"3076",55055,83985,91,1,1,7,25625,623,38.6
"3077",55057,26673,92,2,0,3,23343,512,43.7
"3078",55059,166874,78,7,1,12,26514,710,36.8
"3079",55061,20578,96,0,0,2,25282,511,42.5
"3080",55063,115420,91,2,4,2,26271,614,35.4
"3081",55065,16841,95,0,0,3,23483,434,41.4
"3082",55067,19838,95,1,0,2,22974,491,46.4
"3083",55069,28650,96,1,1,1,24669,489,45.3
"3084",55071,81098,92,1,2,3,25825,487,43.6
"3085",55073,134497,90,1,5,2,27607,568,39.8
"3086",55075,41632,96,0,0,1,23555,462,46.3
"3087",55077,15308,95,0,0,3,23490,523,47.7
"3088",55078,4292,13,0,3,3,14710,353,33.7
"3089",55079,950527,54,26,3,14,24295,663,33.8
"3090",55081,44953,92,1,1,4,23456,577,39
"3091",55083,37531,96,0,0,2,25941,468,44.5
"3092",55085,35868,96,1,1,1,27041,563,48.7
"3093",55087,178013,89,1,3,4,28186,607,37.6
"3094",55089,86708,93,1,2,2,42041,703,43.4
"3095",55091,7417,97,0,0,1,24367,445,44.3
"3096",55093,40870,95,1,1,2,27462,637,34.9
"3097",55095,43905,96,0,0,2,25751,566,43.2
"3098",55097,70136,92,0,3,3,24972,575,35.9
"3099",55099,14025,96,0,1,1,23723,440,49.2
"3100",55101,195045,74,11,1,12,27141,629,39.3
"3101",55103,17911,96,0,0,2,22778,481,43.3
"3102",55105,160345,84,4,1,8,24094,617,38.6
"3103",55107,14571,97,1,0,1,21004,451,46.7
"3104",55109,84912,95,1,1,2,32220,729,37.1
"3105",55111,62353,92,0,1,4,25988,620,40.1
"3106",55113,16542,78,1,0,2,23809,468,47.8
"3107",55115,41776,88,0,0,2,23500,483,43.7
"3108",55117,115235,87,1,5,6,26126,536,40.7
"3109",55119,20633,97,0,0,2,23032,438,42.3
"3110",55121,29098,92,0,0,6,25017,466,40.9
"3111",55123,30002,97,0,0,1,22680,446,41.7
"3112",55125,21401,86,0,0,1,26252,517,51.4
"3113",55127,102619,86,1,1,11,27130,685,38.3
"3114",55129,15842,95,0,1,1,24850,505,48.1
"3115",55131,132186,94,1,1,3,32020,688,41.2
"3116",55133,391200,90,1,3,4,37577,800,42.4
"3117",55135,52300,95,0,0,3,25956,538,43.9
"3118",55137,24483,91,2,0,6,22888,504,46.7
"3119",55139,167860,90,2,2,4,26955,553,37.7
"3120",55141,74469,94,0,2,2,25961,474,43.1
"3121",56001,36745,84,1,3,9,24758,657,27
"3122",56003,11741,89,0,0,9,25119,414,41.5
"3123",56005,46901,89,1,1,8,33850,824,32.1
"3124",56007,15809,79,1,0,17,25947,631,39.2
"3125",56009,13937,90,0,0,7,30941,567,39.8
"3126",56011,7110,97,0,0,2,28212,569,44.1
"3127",56013,40517,71,0,1,6,24037,520,38.2
"3128",56015,13458,87,0,0,10,23475,481,42.8
"3129",56017,4825,95,0,0,3,26544,485,48.9
"3130",56019,8595,93,0,1,4,28072,576,44.6
"3131",56021,93073,80,3,1,13,28505,656,37
"3132",56023,18100,93,0,1,4,25834,683,37.4
"3133",56025,77343,88,1,1,7,29877,674,36.3
"3134",56027,2495,92,1,0,3,26797,403,45
"3135",56029,28557,92,1,0,5,27824,531,43.1
"3136",56031,8701,92,0,0,7,26335,429,46.7
"3137",56033,29376,92,1,1,4,27948,625,42.1
"3138",56035,10178,86,0,1,7,35944,979,37.9
"3139",56037,44437,80,0,1,15,30517,789,33.2
"3140",56039,21575,82,0,1,15,43444,1001,37
"3141",56041,21040,88,0,0,9,25513,532,34.4
"3142",56043,8468,83,0,1,14,28308,394,42.8
"3143",56045,7153,94,0,0,3,28764,551,41.8
